#time,accel_x,accel_y,accel_z
859.613012,1455.581446,-0.000000,5403.503377
859.613331,1225.752797,-148.041188,5477.523971
859.613650,1302.362347,-74.020594,5921.647536
859.613969,536.266849,148.041188,6365.771101
859.614288,76.609550,222.061783,6365.771101
859.614607,-536.266849,-0.000000,6735.874072
859.614926,-919.314598,592.164754,7328.038826
859.615245,-1915.238745,1110.308913,6661.853478
859.615564,-1838.629195,1480.411884,6883.915261
859.615883,-2451.505594,1480.411884,8142.265362
859.616202,-2451.505594,1258.350101,8290.306550
859.616521,-2604.724693,962.267725,9030.512492
859.616840,-2834.553343,666.185348,9696.697840
859.617159,-2528.115143,222.061783,9918.759623
859.617478,-2834.553343,814.226536,10066.800811
859.617797,-2221.676944,518.144159,9474.636058
859.618116,-1991.848295,444.123565,9844.739029
859.618435,-1915.238745,-0.000000,10066.800811
859.618754,-1608.800546,-666.185348,10436.903782
859.619072,-1072.533697,-740.205942,11251.130318
859.619391,-689.485948,-888.247130,11547.212695
859.619710,-229.828649,-518.144159,11917.315666
859.620029,383.047749,-444.123565,12139.377449
859.620348,689.485948,-148.041188,11843.295072
859.620667,536.266849,-0.000000,11621.233289
859.620986,1302.362347,814.226536,11103.089130
859.621305,1455.581446,518.144159,10510.924376
859.621624,1838.629195,592.164754,10362.883188
859.621943,1991.848295,740.205942,10436.903782
859.622262,1991.848295,962.267725,10584.944971
859.622581,2145.067394,1332.370696,10510.924376
859.622900,1915.238745,1998.556043,10214.842000
859.623219,1838.629195,2590.720797,10140.821405
859.623538,1991.848295,2960.823768,9548.656652
859.623857,1838.629195,3256.906145,9178.553681
859.624176,1685.410096,2294.638420,8882.471304
859.624495,459.657299,1850.514855,8882.471304
859.624814,0.000000,1258.350101,9326.594869
859.625133,-229.828649,740.205942,9474.636058
859.625452,-689.485948,1258.350101,9696.697840
859.625771,-919.314598,1850.514855,9474.636058
859.626090,-612.876398,2738.761985,9178.553681
859.626409,-689.485948,3330.926739,8586.388927
859.626728,-459.657299,3182.885551,8216.285956
859.627047,-995.924147,2516.700203,8290.306550
859.627366,-1149.143247,1776.494261,8364.327145
859.627685,-1149.143247,592.164754,9104.533087
859.628004,-1302.362347,-222.061783,9696.697840
859.628323,-1072.533697,-740.205942,10140.821405
859.628642,-766.095498,-814.226536,9696.697840
859.628961,-612.876398,-518.144159,9844.739029
859.629280,-229.828649,-592.164754,9696.697840
859.629599,0.000000,-888.247130,9104.533087
859.629918,-153.219100,-888.247130,9474.636058
859.630237,0.000000,-1332.370696,9474.636058
859.630555,459.657299,-1628.453072,9696.697840
859.630874,689.485948,-2072.576638,10066.800811
859.631193,1072.533697,-2368.659014,10362.883188
859.631512,919.314598,-2738.761985,10362.883188
859.631831,1149.143247,-2664.741391,10214.842000
859.632150,1532.190996,-2368.659014,9918.759623
859.632469,1915.238745,-2072.576638,9696.697840
859.632788,2145.067394,-1702.473667,9696.697840
859.633107,2374.896044,-1554.432478,9548.656652
859.633426,1762.019645,-1850.514855,9474.636058
859.633745,1838.629195,-1406.391290,9326.594869
859.634064,1685.410096,-1110.308913,9400.615463
859.634383,1455.581446,-1406.391290,9400.615463
859.634702,1302.362347,-1036.288319,9178.553681
859.635021,919.314598,-888.247130,8882.471304
859.635340,612.876398,-1036.288319,8956.491898
859.635659,229.828649,-1036.288319,8660.409521
859.635978,153.219100,-888.247130,8512.368333
859.636297,229.828649,-296.082377,8438.347739
859.636616,-306.438199,-518.144159,8290.306550
859.636935,-842.705048,-296.082377,8586.388927
859.637254,-536.266849,-592.164754,8512.368333
859.637573,-1302.362347,-518.144159,8438.347739
859.637892,-1685.410096,-370.102971,8290.306550
859.638211,-1762.019645,-518.144159,8364.327145
859.638530,-2221.676944,-370.102971,8364.327145
859.638849,-2068.457845,-444.123565,8734.430116
859.639168,-2298.286494,-740.205942,8734.430116
859.639487,-2145.067394,-444.123565,8586.388927
859.639806,-2298.286494,-666.185348,9252.574275
859.640125,-2145.067394,-518.144159,9326.594869
859.640444,-1455.581446,-296.082377,9252.574275
859.640763,-1532.190996,-444.123565,8956.491898
859.641082,-1378.971896,-592.164754,9104.533087
859.641401,-919.314598,-444.123565,8882.471304
859.641720,-612.876398,-666.185348,8586.388927
859.642038,-153.219100,-444.123565,8808.450710
859.642357,-383.047749,-740.205942,8734.430116
859.642676,0.000000,-296.082377,9178.553681
859.642995,383.047749,-74.020594,9474.636058
859.643314,536.266849,-0.000000,9474.636058
859.643633,995.924147,296.082377,9474.636058
859.643952,1225.752797,370.102971,9474.636058
859.644271,1838.629195,592.164754,9400.615463
859.644590,2221.676944,518.144159,9548.656652
859.644910,2221.676944,1184.329507,9400.615463
859.645229,2451.505594,1184.329507,9178.553681
859.645548,2681.334243,1554.432478,9178.553681
859.645867,2757.943793,1480.411884,9400.615463
859.646186,2221.676944,2072.576638,8882.471304
859.646506,2911.162892,2146.597232,9030.512492
859.646825,2528.115143,1998.556043,9104.533087
859.647144,2374.896044,1998.556043,8956.491898
859.647463,1915.238745,1480.411884,9178.553681
859.647782,1608.800546,1332.370696,9252.574275
859.648101,1149.143247,1258.350101,9696.697840
859.648421,842.705048,1110.308913,9548.656652
859.648740,536.266849,1332.370696,9770.718434
859.649059,229.828649,962.267725,9844.739029
859.649378,0.000000,1184.329507,9918.759623
859.649697,-842.705048,962.267725,9696.697840
859.650017,-689.485948,962.267725,9770.718434
859.650336,-1149.143247,888.247130,9992.780217
859.650655,-1378.971896,740.205942,9992.780217
859.650974,-1608.800546,296.082377,10288.862594
859.651293,-1608.800546,-0.000000,10066.800811
859.651613,-1762.019645,-222.061783,10362.883188
859.651932,-1762.019645,-518.144159,10436.903782
859.652251,-1838.629195,-370.102971,10214.842000
859.652570,-1838.629195,-148.041188,10140.821405
859.652889,-1991.848295,-148.041188,10140.821405
859.653208,-1532.190996,-370.102971,10140.821405
859.653528,-1072.533697,-370.102971,9844.739029
859.653847,-1378.971896,-518.144159,9918.759623
859.654166,-842.705048,-740.205942,9918.759623
859.654485,-306.438199,-814.226536,9918.759623
859.654804,0.000000,-740.205942,9770.718434
859.655124,536.266849,-740.205942,9474.636058
859.655443,1149.143247,-666.185348,9178.553681
859.655762,1378.971896,-592.164754,9104.533087
859.656081,1838.629195,-296.082377,8956.491898
859.656400,1991.848295,-222.061783,8734.430116
859.656720,2451.505594,-222.061783,8586.388927
859.657039,2528.115143,-148.041188,8512.368333
859.657358,2451.505594,-370.102971,8586.388927
859.657677,2451.505594,-444.123565,8808.450710
859.657996,2681.334243,-444.123565,8438.347739
859.658316,2374.896044,-592.164754,8438.347739
859.658635,2298.286494,-666.185348,8290.306550
859.658954,2068.457845,-666.185348,8438.347739
859.659273,1915.238745,-444.123565,8142.265362
859.659592,1915.238745,-296.082377,8290.306550
859.659911,1608.800546,-518.144159,8142.265362
