#time,accel_x,accel_y,accel_z
145.548451,842.705048,-0.000000,9400.615463
145.548768,536.266849,444.123565,9548.656652
145.549084,689.485948,518.144159,9474.636058
145.549401,842.705048,148.041188,9474.636058
145.549717,766.095498,148.041188,9252.574275
145.550034,919.314598,74.020594,9252.574275
145.550351,689.485948,296.082377,9474.636058
145.550667,689.485948,296.082377,9474.636058
145.550984,689.485948,296.082377,9474.636058
145.551301,536.266849,222.061783,9400.615463
145.551617,1072.533697,-0.000000,9474.636058
145.551934,1149.143247,296.082377,9548.656652
145.552251,536.266849,148.041188,9622.677246
145.552567,536.266849,148.041188,9474.636058
145.552884,689.485948,148.041188,9326.594869
145.553200,995.924147,148.041188,9474.636058
145.553517,612.876398,222.061783,9400.615463
145.553834,766.095498,-0.000000,9474.636058
145.554150,766.095498,-0.000000,9474.636058
145.554467,689.485948,148.041188,9326.594869
145.554784,766.095498,-0.000000,9326.594869
145.555100,842.705048,-0.000000,9400.615463
145.555417,766.095498,296.082377,9474.636058
145.555734,536.266849,148.041188,9400.615463
145.556050,766.095498,148.041188,9326.594869
145.556367,383.047749,370.102971,9622.677246
145.556683,766.095498,222.061783,9548.656652
145.557000,766.095498,222.061783,9400.615463
145.557317,842.705048,-0.000000,9400.615463
145.557633,612.876398,296.082377,9474.636058
145.557950,1149.143247,296.082377,9400.615463
145.558267,919.314598,148.041188,9178.553681
145.558583,536.266849,74.020594,9400.615463
145.558900,536.266849,296.082377,9474.636058
145.559217,842.705048,222.061783,9474.636058
145.559533,612.876398,370.102971,9696.697840
145.559850,459.657299,148.041188,9326.594869
145.560166,842.705048,222.061783,9400.615463
145.560483,766.095498,370.102971,9400.615463
145.560800,766.095498,370.102971,9474.636058
145.561116,842.705048,-0.000000,9548.656652
145.561433,842.705048,370.102971,9326.594869
145.561750,689.485948,74.020594,9252.574275
145.562066,766.095498,-0.000000,9474.636058
145.562383,536.266849,74.020594,9474.636058
145.562700,1072.533697,370.102971,9622.677246
145.563016,842.705048,296.082377,9326.594869
145.563333,536.266849,296.082377,9474.636058
145.563649,995.924147,148.041188,9178.553681
145.563966,1302.362347,222.061783,9400.615463
145.564283,842.705048,-0.000000,9474.636058
145.564599,459.657299,222.061783,9400.615463
145.564916,612.876398,-0.000000,9548.656652
145.565233,536.266849,148.041188,9474.636058
145.565549,766.095498,148.041188,9400.615463
145.565866,689.485948,666.185348,9548.656652
145.566183,689.485948,296.082377,9474.636058
145.566499,766.095498,148.041188,9326.594869
145.566816,612.876398,222.061783,9474.636058
145.567132,612.876398,148.041188,9400.615463
145.567449,612.876398,148.041188,9474.636058
145.567766,689.485948,148.041188,9474.636058
145.568082,766.095498,296.082377,9326.594869
145.568399,766.095498,148.041188,9400.615463
145.568716,689.485948,370.102971,9474.636058
145.569032,995.924147,148.041188,9252.574275
145.569349,459.657299,296.082377,9474.636058
145.569666,919.314598,-0.000000,9474.636058
145.569982,612.876398,148.041188,9400.615463
145.570299,919.314598,222.061783,9400.615463
145.570615,842.705048,148.041188,9400.615463
145.570932,689.485948,444.123565,9474.636058
145.571249,689.485948,370.102971,9474.636058
145.571565,689.485948,370.102971,9326.594869
145.571882,536.266849,-0.000000,9474.636058
145.572199,612.876398,296.082377,9400.615463
145.572515,995.924147,222.061783,9474.636058
145.572832,689.485948,-0.000000,9474.636058
145.573149,919.314598,296.082377,9474.636058
145.573466,766.095498,222.061783,9474.636058
145.573782,842.705048,148.041188,9548.656652
145.574099,1149.143247,296.082377,9400.615463
145.574416,766.095498,296.082377,9474.636058
145.574733,536.266849,148.041188,9474.636058
145.575049,612.876398,296.082377,9622.677246
145.575366,536.266849,222.061783,9474.636058
145.575683,612.876398,148.041188,9474.636058
145.575999,612.876398,-0.000000,9474.636058
145.576316,1072.533697,-0.000000,9474.636058
145.576633,1302.362347,-0.000000,9474.636058
145.576950,842.705048,-0.000000,9474.636058
145.577266,842.705048,148.041188,9326.594869
145.577583,766.095498,222.061783,9474.636058
145.577900,919.314598,222.061783,9474.636058
145.578217,995.924147,222.061783,9474.636058
145.578533,689.485948,148.041188,9474.636058
145.578850,842.705048,296.082377,9474.636058
145.579167,842.705048,370.102971,9474.636058
145.579483,612.876398,148.041188,9474.636058
145.579800,842.705048,370.102971,9252.574275
145.580117,612.876398,148.041188,9400.615463
145.580434,842.705048,222.061783,9474.636058
145.580750,766.095498,222.061783,9474.636058
145.581067,612.876398,296.082377,9548.656652
145.581384,766.095498,222.061783,9548.656652
145.581701,842.705048,222.061783,9474.636058
145.582017,689.485948,-0.000000,9400.615463
145.582334,689.485948,370.102971,9400.615463
145.582651,612.876398,-0.000000,9326.594869
145.582967,689.485948,296.082377,9400.615463
145.583284,1072.533697,222.061783,9474.636058
145.583601,766.095498,-0.000000,9400.615463
145.583918,689.485948,296.082377,9474.636058
145.584234,919.314598,296.082377,9474.636058
145.584551,766.095498,370.102971,9474.636058
145.584868,766.095498,222.061783,9252.574275
145.585185,995.924147,296.082377,9474.636058
145.585501,919.314598,222.061783,9548.656652
145.585818,766.095498,-0.000000,9400.615463
145.586135,459.657299,222.061783,9474.636058
145.586451,995.924147,444.123565,9474.636058
145.586768,842.705048,296.082377,9474.636058
145.587085,536.266849,148.041188,9474.636058
145.587402,766.095498,296.082377,9400.615463
145.587718,766.095498,222.061783,9474.636058
145.588035,766.095498,148.041188,9474.636058
145.588352,995.924147,-0.000000,9622.677246
145.588669,919.314598,-0.000000,9326.594869
145.588985,689.485948,-0.000000,9400.615463
145.589302,612.876398,222.061783,9400.615463
145.589619,1072.533697,148.041188,9400.615463
145.589935,1225.752797,-0.000000,9178.553681
145.590252,842.705048,222.061783,9326.594869
145.590569,612.876398,296.082377,9474.636058
145.590886,919.314598,296.082377,9548.656652
145.591202,612.876398,148.041188,9474.636058
145.591519,842.705048,-0.000000,9622.677246
145.591836,459.657299,222.061783,9474.636058
145.592153,689.485948,148.041188,9474.636058
145.592469,612.876398,222.061783,9474.636058
145.592786,919.314598,296.082377,9474.636058
145.593103,995.924147,-0.000000,9474.636058
145.593419,919.314598,148.041188,9326.594869
145.593736,459.657299,444.123565,9474.636058
145.594053,689.485948,296.082377,9326.594869
145.594370,766.095498,222.061783,9474.636058
145.594686,612.876398,-0.000000,9474.636058
145.595003,919.314598,148.041188,9474.636058
145.595320,689.485948,-0.000000,9326.594869
145.595637,766.095498,-0.000000,9548.656652
145.595953,842.705048,296.082377,9474.636058
145.596270,766.095498,222.061783,9326.594869
145.596587,766.095498,296.082377,9326.594869
145.596903,919.314598,370.102971,9474.636058
145.597220,766.095498,296.082377,9400.615463
145.597537,612.876398,-0.000000,9474.636058
145.597854,766.095498,-0.000000,9400.615463
145.598170,612.876398,-0.000000,9400.615463
145.598487,689.485948,222.061783,9400.615463
145.598804,842.705048,296.082377,9400.615463
145.599121,766.095498,222.061783,9326.594869
145.599437,919.314598,444.123565,9474.636058
145.599754,766.095498,370.102971,9400.615463
145.600071,612.876398,370.102971,9400.615463
145.600387,995.924147,148.041188,9474.636058
145.600704,919.314598,-148.041188,9178.553681
145.601021,612.876398,296.082377,9474.636058
145.601338,536.266849,296.082377,9474.636058
145.601654,842.705048,296.082377,9474.636058
145.601971,612.876398,222.061783,9400.615463
145.602288,1302.362347,148.041188,9252.574275
145.602605,919.314598,222.061783,9474.636058
145.602921,919.314598,370.102971,9474.636058
145.603238,766.095498,-0.000000,9474.636058
145.603555,536.266849,148.041188,9474.636058
145.603871,612.876398,-0.000000,9770.718434
145.604188,919.314598,296.082377,9326.594869
145.604505,612.876398,296.082377,9622.677246
145.604822,766.095498,296.082377,9474.636058
145.605138,689.485948,222.061783,9474.636058
145.605455,689.485948,-0.000000,9548.656652
145.605772,766.095498,148.041188,9326.594869
145.606089,766.095498,222.061783,9474.636058
145.606405,612.876398,-74.020594,9622.677246
145.606722,919.314598,222.061783,9400.615463
145.607039,459.657299,296.082377,9474.636058
145.607355,919.314598,296.082377,9474.636058
145.607672,919.314598,444.123565,9400.615463
145.607989,842.705048,370.102971,9326.594869
145.608306,995.924147,296.082377,9252.574275
145.608622,689.485948,370.102971,9474.636058
145.608939,459.657299,-0.000000,9474.636058
145.609256,919.314598,222.061783,9326.594869
145.609573,689.485948,-0.000000,9474.636058
145.609889,766.095498,296.082377,9474.636058
145.610206,995.924147,222.061783,9474.636058
145.610523,919.314598,222.061783,9474.636058
145.610839,612.876398,222.061783,9400.615463
145.611156,689.485948,-0.000000,9252.574275
145.611473,1149.143247,-222.061783,9252.574275
145.611790,919.314598,296.082377,9474.636058
145.612106,689.485948,296.082377,9326.594869
145.612423,766.095498,74.020594,9400.615463
145.612740,612.876398,-0.000000,9400.615463
145.613057,689.485948,-74.020594,9474.636058
145.613373,766.095498,296.082377,9474.636058
145.613690,612.876398,222.061783,9474.636058
145.614007,842.705048,148.041188,9400.615463
145.614323,842.705048,-0.000000,9474.636058
145.614640,842.705048,222.061783,9474.636058
145.614957,766.095498,-0.000000,9326.594869
145.615274,459.657299,-74.020594,9326.594869
145.615590,842.705048,222.061783,9400.615463
145.615907,842.705048,222.061783,9400.615463
145.616224,1072.533697,296.082377,9474.636058
145.616541,766.095498,222.061783,9474.636058
145.616857,689.485948,296.082377,9474.636058
145.617174,995.924147,-0.000000,9252.574275
145.617491,1532.190996,370.102971,9474.636058
145.617807,689.485948,148.041188,9548.656652
145.618124,689.485948,-0.000000,9474.636058
145.618441,995.924147,-0.000000,9400.615463
145.618758,842.705048,222.061783,9474.636058
145.619074,919.314598,296.082377,9326.594869
145.619391,1072.533697,370.102971,9474.636058
145.619708,689.485948,148.041188,9400.615463
145.620025,766.095498,296.082377,9474.636058
145.620341,766.095498,222.061783,9326.594869
145.620658,919.314598,296.082377,9474.636058
145.620975,919.314598,-0.000000,9622.677246
145.621291,689.485948,222.061783,9548.656652
145.621608,766.095498,518.144159,9474.636058
145.621925,689.485948,222.061783,9400.615463
145.622242,995.924147,148.041188,9548.656652
145.622558,612.876398,222.061783,9474.636058
145.622875,919.314598,222.061783,9474.636058
145.623192,919.314598,296.082377,9474.636058
145.623509,766.095498,148.041188,9474.636058
145.623825,842.705048,148.041188,9400.615463
145.624142,766.095498,370.102971,9252.574275
145.624459,612.876398,-0.000000,9474.636058
145.624775,919.314598,-0.000000,9474.636058
