#time,accel_x,accel_y,accel_z
1470.084461,612.876398,444.123565,9252.574275
1470.084780,536.266849,296.082377,9474.636058
1470.085098,459.657299,222.061783,9400.615463
1470.085417,306.438199,148.041188,9474.636058
1470.085735,459.657299,444.123565,9400.615463
1470.086054,153.219100,74.020594,9400.615463
1470.086373,383.047749,370.102971,9326.594869
1470.086691,459.657299,518.144159,9326.594869
1470.087010,383.047749,222.061783,9252.574275
1470.087328,306.438199,370.102971,9400.615463
1470.087647,919.314598,444.123565,9474.636058
1470.087966,766.095498,296.082377,9030.512492
1470.088284,689.485948,370.102971,9104.533087
1470.088603,766.095498,370.102971,9178.553681
1470.088921,536.266849,370.102971,9030.512492
1470.089240,612.876398,962.267725,9400.615463
1470.089559,612.876398,370.102971,9178.553681
1470.089877,306.438199,222.061783,9178.553681
1470.090196,229.828649,296.082377,9326.594869
1470.090514,536.266849,370.102971,9252.574275
1470.090833,229.828649,518.144159,9474.636058
1470.091152,153.219100,222.061783,9326.594869
1470.091470,153.219100,370.102971,9252.574275
1470.091789,229.828649,444.123565,9178.553681
1470.092108,306.438199,370.102971,9400.615463
1470.092426,612.876398,296.082377,8882.471304
1470.092745,306.438199,222.061783,9252.574275
1470.093063,536.266849,518.144159,9400.615463
1470.093382,536.266849,370.102971,9252.574275
1470.093701,306.438199,444.123565,9400.615463
1470.094019,536.266849,444.123565,9104.533087
1470.094338,689.485948,296.082377,9326.594869
1470.094656,536.266849,444.123565,9326.594869
1470.094975,306.438199,296.082377,9178.553681
1470.095294,459.657299,148.041188,9474.636058
1470.095612,0.000000,-0.000000,9474.636058
1470.095931,383.047749,370.102971,9400.615463
1470.096249,612.876398,296.082377,9178.553681
1470.096568,383.047749,296.082377,9400.615463
1470.096887,842.705048,222.061783,9400.615463
1470.097205,612.876398,296.082377,9030.512492
1470.097524,536.266849,296.082377,9400.615463
1470.097842,536.266849,296.082377,9326.594869
1470.098161,919.314598,296.082377,9104.533087
1470.098480,459.657299,296.082377,8956.491898
1470.098798,766.095498,666.185348,9178.553681
1470.099117,459.657299,444.123565,9178.553681
1470.099436,536.266849,518.144159,9326.594869
1470.099754,612.876398,592.164754,9252.574275
1470.100073,459.657299,148.041188,9104.533087
1470.100391,383.047749,148.041188,9326.594869
1470.100710,306.438199,444.123565,9400.615463
1470.101029,229.828649,222.061783,9252.574275
1470.101347,459.657299,666.185348,9548.656652
1470.101666,383.047749,518.144159,9326.594869
1470.101984,0.000000,370.102971,9252.574275
1470.102303,383.047749,296.082377,9252.574275
1470.102622,459.657299,518.144159,9252.574275
1470.102940,306.438199,222.061783,9178.553681
1470.103259,612.876398,296.082377,9030.512492
1470.103577,689.485948,592.164754,9252.574275
1470.103896,995.924147,444.123565,9104.533087
1470.104215,612.876398,518.144159,9326.594869
1470.104533,536.266849,518.144159,9104.533087
1470.104852,612.876398,370.102971,9104.533087
1470.105170,689.485948,444.123565,9326.594869
1470.105489,459.657299,296.082377,9252.574275
1470.105808,612.876398,148.041188,9326.594869
1470.106126,383.047749,370.102971,9252.574275
1470.106445,383.047749,370.102971,9474.636058
1470.106764,459.657299,296.082377,9400.615463
1470.107082,383.047749,592.164754,9326.594869
1470.107401,306.438199,222.061783,9400.615463
1470.107719,459.657299,148.041188,9326.594869
1470.108038,459.657299,518.144159,9104.533087
1470.108357,459.657299,222.061783,9104.533087
1470.108675,536.266849,592.164754,9252.574275
1470.108994,689.485948,296.082377,9252.574275
1470.109312,612.876398,444.123565,9104.533087
1470.109631,459.657299,444.123565,9326.594869
1470.109950,383.047749,370.102971,9252.574275
1470.110268,306.438199,296.082377,9474.636058
1470.110587,153.219100,370.102971,9400.615463
1470.110905,306.438199,222.061783,9474.636058
1470.111224,459.657299,444.123565,9252.574275
1470.111543,229.828649,370.102971,9326.594869
1470.111861,153.219100,222.061783,9548.656652
1470.112180,229.828649,222.061783,9252.574275
1470.112498,459.657299,222.061783,9252.574275
1470.112817,383.047749,296.082377,9326.594869
1470.113136,689.485948,814.226536,9326.594869
1470.113454,612.876398,370.102971,9030.512492
1470.113773,383.047749,444.123565,9104.533087
1470.114092,612.876398,518.144159,9178.553681
1470.114410,612.876398,296.082377,8956.491898
1470.114729,689.485948,-0.000000,9400.615463
1470.115047,612.876398,-0.000000,8956.491898
1470.115366,153.219100,-0.000000,9326.594869
1470.115685,383.047749,296.082377,9326.594869
1470.116003,383.047749,296.082377,9252.574275
1470.116322,383.047749,370.102971,9474.636058
1470.116640,536.266849,296.082377,9252.574275
1470.116959,383.047749,222.061783,9252.574275
1470.117278,76.609550,370.102971,9326.594869
1470.117596,229.828649,296.082377,9474.636058
1470.117915,76.609550,666.185348,9400.615463
1470.118233,459.657299,370.102971,9326.594869
1470.118552,536.266849,888.247130,9252.574275
1470.118871,229.828649,814.226536,9326.594869
1470.119189,229.828649,888.247130,9104.533087
1470.119508,459.657299,962.267725,9400.615463
1470.119826,153.219100,814.226536,9400.615463
1470.120145,153.219100,962.267725,9400.615463
1470.120464,229.828649,1110.308913,9548.656652
1470.120782,459.657299,740.205942,9474.636058
1470.121101,612.876398,1258.350101,9622.677246
1470.121420,-153.219100,962.267725,9326.594869
1470.121738,0.000000,1184.329507,9400.615463
1470.122057,-229.828649,1184.329507,8882.471304
1470.122375,0.000000,1480.411884,9030.512492
1470.122694,-766.095498,1480.411884,8882.471304
1470.123013,-1149.143247,1924.535449,8808.450710
1470.123331,-1455.581446,1628.453072,8660.409521
1470.123650,-1915.238745,1702.473667,8438.347739
1470.123968,-2221.676944,1554.432478,8734.430116
1470.124287,-3140.991542,1924.535449,8882.471304
1470.124606,-3447.429741,1924.535449,8808.450710
1470.124924,-3753.867940,2220.617826,8882.471304
1470.125243,-4136.915689,2664.741391,8660.409521
1470.125561,-4443.353888,2886.803174,8660.409521
1470.125880,-4290.134789,3330.926739,8586.388927
1470.126199,-4519.963438,3478.967927,8882.471304
1470.126517,-4673.182538,3775.050304,8808.450710
1470.126836,-4673.182538,3775.050304,8956.491898
1470.127154,-4443.353888,3775.050304,9326.594869
1470.127473,-4749.792088,3923.091493,9104.533087
1470.127792,-4903.011187,3256.906145,9104.533087
1470.128110,-4979.620737,3478.967927,9178.553681
1470.128429,-4979.620737,3627.009116,9622.677246
1470.128748,-5209.449386,3775.050304,9474.636058
1470.129066,-5056.230287,4441.235652,9326.594869
1470.129385,-4826.401637,4737.318029,9178.553681
1470.129703,-4596.572988,4959.379811,9474.636058
1470.130022,-3753.867940,5107.421000,9548.656652
1470.130341,-3217.601092,4811.338623,9474.636058
1470.130659,-2604.724693,5255.462188,9474.636058
1470.130978,-2221.676944,4811.338623,9178.553681
1470.131296,-1608.800546,4811.338623,8882.471304
1470.131615,-1149.143247,5107.421000,8290.306550
1470.131934,-766.095498,5403.503377,8142.265362
1470.132252,-766.095498,5477.523971,7698.141797
1470.132571,-842.705048,5625.565159,7994.224174
1470.132889,-1378.971896,5255.462188,8216.285956
1470.133208,-1915.238745,4219.173869,9400.615463
1470.133527,-2451.505594,3627.009116,9918.759623
1470.133845,-3600.648841,2960.823768,10584.944971
1470.134164,-3830.477490,3108.864956,10807.006753
1470.134482,-2604.724693,2664.741391,10732.986159
1470.134801,-2528.115143,3627.009116,10658.965565
1470.135120,-1685.410096,3923.091493,10066.800811
1470.135438,-612.876398,4071.132681,9400.615463
1470.135757,76.609550,4071.132681,9030.512492
1470.136076,-153.219100,3552.988522,8882.471304
1470.136394,-766.095498,2738.761985,8660.409521
1470.136713,-842.705048,2516.700203,8734.430116
1470.137031,-1455.581446,2220.617826,9030.512492
1470.137350,-995.924147,2294.638420,9622.677246
1470.137669,-536.266849,2442.679609,9474.636058
1470.137987,-536.266849,2664.741391,9030.512492
1470.138306,-766.095498,2368.659014,9326.594869
1470.138624,-1532.190996,1480.411884,9696.697840
1470.138943,-2374.896044,444.123565,10436.903782
1470.139262,-2298.286494,-74.020594,11399.171507
1470.139580,-1915.238745,-0.000000,11843.295072
1470.139899,-1225.752797,592.164754,10584.944971
1470.140217,-229.828649,1554.432478,9548.656652
1470.140536,0.000000,1332.370696,9104.533087
1470.140855,536.266849,1258.350101,8586.388927
1470.141173,383.047749,1036.288319,8660.409521
1470.141492,0.000000,1110.308913,8808.450710
1470.141810,306.438199,1702.473667,8734.430116
1470.142129,0.000000,1776.494261,8512.368333
1470.142448,-689.485948,962.267725,8586.388927
1470.142766,-1149.143247,-0.000000,9474.636058
1470.143085,-1915.238745,-148.041188,10066.800811
1470.143404,-1532.190996,-222.061783,10436.903782
1470.143722,-2068.457845,592.164754,10066.800811
1470.144041,-2451.505594,1406.391290,9474.636058
1470.144359,-2221.676944,1036.288319,9030.512492
1470.144678,-2221.676944,1184.329507,8512.368333
1470.144997,-1991.848295,1554.432478,8216.285956
1470.145315,-1991.848295,2516.700203,7105.977043
1470.145634,-2221.676944,3256.906145,6809.894666
1470.145952,-2221.676944,2368.659014,7476.080014
1470.146271,-3064.381992,518.144159,8364.327145
1470.146590,-3677.258390,518.144159,8290.306550
1470.146908,-3370.820191,1628.453072,7846.182985
1470.147227,-3677.258390,2812.782580,7772.162391
1470.147545,-3140.991542,3182.885551,7920.203579
1470.147864,-2681.334243,3108.864956,8512.368333
1470.148183,-3140.991542,2368.659014,8660.409521
1470.148501,-3217.601092,2738.761985,8586.388927
1470.148820,-2834.553343,3256.906145,8512.368333
1470.149138,-1991.848295,3404.947333,8660.409521
1470.149457,-919.314598,3034.844362,9252.574275
1470.149776,-1225.752797,3627.009116,8586.388927
1470.150094,0.000000,4071.132681,8364.327145
1470.150413,842.705048,4441.235652,8290.306550
1470.150732,1915.238745,4737.318029,8290.306550
1470.151050,2604.724693,4959.379811,8068.244768
1470.151369,2221.676944,5181.441594,7105.977043
1470.151687,1838.629195,4959.379811,8068.244768
1470.152006,842.705048,3997.112087,9104.533087
1470.152325,76.609550,3478.967927,9474.636058
1470.152643,-842.705048,4145.153275,9400.615463
1470.152962,-2221.676944,3849.070898,9770.718434
1470.153280,-2604.724693,3034.844362,10288.862594
1470.153599,-3524.039291,2738.761985,11103.089130
1470.153918,-4213.525239,2516.700203,11325.150913
1470.154236,-4596.572988,2738.761985,10510.924376
1470.154555,-5132.839837,2442.679609,11251.130318
1470.154873,-4979.620737,2294.638420,11917.315666
1470.155192,-4443.353888,2368.659014,11843.295072
1470.155511,-4136.915689,2442.679609,12065.356855
1470.155829,-2298.286494,3330.926739,11621.233289
