#time,accel_x,accel_y,accel_z
146.028522,919.314598,444.123565,9474.636058
146.028841,842.705048,296.082377,9030.512492
146.029161,766.095498,444.123565,9326.594869
146.029481,919.314598,370.102971,9400.615463
146.029801,689.485948,740.205942,9326.594869
146.030120,229.828649,444.123565,8956.491898
146.030440,459.657299,296.082377,9326.594869
146.030760,-459.657299,444.123565,9400.615463
146.031079,229.828649,962.267725,8956.491898
146.031399,-153.219100,518.144159,9252.574275
146.031719,0.000000,444.123565,9844.739029
146.032039,-229.828649,444.123565,9474.636058
146.032358,0.000000,518.144159,9252.574275
146.032678,153.219100,518.144159,9474.636058
146.032998,459.657299,370.102971,9178.553681
146.033318,76.609550,370.102971,9400.615463
146.033637,76.609550,296.082377,9030.512492
146.033957,383.047749,370.102971,9178.553681
146.034277,0.000000,444.123565,9104.533087
146.034596,229.828649,296.082377,9474.636058
146.034916,536.266849,444.123565,8956.491898
146.035236,612.876398,592.164754,8734.430116
146.035556,612.876398,-0.000000,9474.636058
146.035875,919.314598,222.061783,9474.636058
146.036195,1072.533697,370.102971,8586.388927
146.036515,842.705048,370.102971,8808.450710
146.036835,1149.143247,296.082377,9622.677246
146.037154,842.705048,592.164754,9178.553681
146.037474,689.485948,296.082377,9178.553681
146.037794,459.657299,222.061783,9474.636058
146.038113,536.266849,666.185348,9178.553681
146.038433,229.828649,296.082377,8956.491898
146.038753,612.876398,296.082377,9326.594869
146.039073,306.438199,518.144159,9326.594869
146.039392,153.219100,814.226536,9326.594869
146.039712,-229.828649,518.144159,9326.594869
146.040032,76.609550,-0.000000,9474.636058
146.040352,306.438199,518.144159,9474.636058
146.040671,229.828649,814.226536,9474.636058
146.040991,76.609550,296.082377,9696.697840
146.041311,-153.219100,-0.000000,9548.656652
146.041630,0.000000,370.102971,9030.512492
146.041950,0.000000,592.164754,8808.450710
146.042270,0.000000,-0.000000,9030.512492
146.042590,383.047749,444.123565,9252.574275
146.042909,383.047749,370.102971,8734.430116
146.043229,919.314598,444.123565,9474.636058
146.043549,689.485948,370.102971,9252.574275
146.043869,919.314598,444.123565,9400.615463
146.044188,995.924147,370.102971,8882.471304
146.044508,1302.362347,222.061783,9178.553681
146.044828,536.266849,222.061783,9104.533087
146.045147,995.924147,518.144159,9030.512492
146.045467,995.924147,222.061783,9400.615463
146.045787,919.314598,296.082377,9252.574275
146.046107,766.095498,592.164754,8956.491898
146.046426,76.609550,370.102971,9400.615463
146.046746,306.438199,222.061783,9326.594869
146.047066,0.000000,444.123565,9326.594869
146.047386,76.609550,666.185348,9474.636058
146.047705,0.000000,370.102971,9474.636058
146.048025,0.000000,592.164754,9326.594869
146.048345,76.609550,444.123565,9326.594869
146.048665,153.219100,518.144159,9548.656652
146.048984,459.657299,444.123565,9474.636058
146.049304,0.000000,148.041188,9474.636058
146.049624,153.219100,370.102971,9326.594869
146.049943,0.000000,666.185348,9326.594869
146.050263,153.219100,518.144159,8882.471304
146.050583,306.438199,-74.020594,9252.574275
146.050903,229.828649,296.082377,8956.491898
146.051222,766.095498,592.164754,9178.553681
146.051542,842.705048,444.123565,9104.533087
146.051862,842.705048,222.061783,9326.594869
146.052181,1149.143247,-0.000000,9104.533087
146.052501,1149.143247,370.102971,9104.533087
146.052821,919.314598,-0.000000,9326.594869
146.053141,766.095498,370.102971,9252.574275
146.053460,919.314598,666.185348,9400.615463
146.053780,842.705048,592.164754,9252.574275
146.054100,612.876398,666.185348,9104.533087
146.054420,612.876398,444.123565,9104.533087
146.054739,612.876398,592.164754,9400.615463
146.055059,0.000000,296.082377,9548.656652
146.055379,153.219100,592.164754,9252.574275
146.055698,0.000000,740.205942,9474.636058
146.056018,-153.219100,666.185348,9474.636058
