#time,accel_x,accel_y,accel_z
1088.247597,536.266849,444.123565,9326.594869
1088.247916,459.657299,444.123565,9252.574275
1088.248235,689.485948,370.102971,9474.636058
1088.248555,383.047749,444.123565,9326.594869
1088.248874,153.219100,296.082377,9104.533087
1088.249193,383.047749,444.123565,9252.574275
1088.249512,306.438199,148.041188,9030.512492
1088.249831,383.047749,222.061783,9622.677246
1088.250150,459.657299,518.144159,9178.553681
1088.250470,306.438199,444.123565,9400.615463
1088.250789,306.438199,518.144159,9326.594869
1088.251108,612.876398,296.082377,9474.636058
1088.251427,459.657299,148.041188,9326.594869
1088.251746,383.047749,148.041188,9400.615463
1088.252065,612.876398,222.061783,9252.574275
1088.252385,536.266849,296.082377,9252.574275
1088.252704,229.828649,-0.000000,9252.574275
1088.253023,306.438199,296.082377,8956.491898
1088.253342,383.047749,518.144159,9400.615463
1088.253661,229.828649,296.082377,9178.553681
1088.253981,536.266849,370.102971,9178.553681
1088.254300,306.438199,444.123565,9326.594869
1088.254619,306.438199,444.123565,9400.615463
1088.254938,383.047749,296.082377,9178.553681
1088.255257,459.657299,518.144159,9178.553681
1088.255576,536.266849,-0.000000,9326.594869
1088.255896,612.876398,592.164754,9252.574275
1088.256215,612.876398,666.185348,9400.615463
1088.256534,383.047749,370.102971,9400.615463
1088.256853,153.219100,592.164754,9400.615463
1088.257172,383.047749,296.082377,9178.553681
1088.257491,383.047749,666.185348,9252.574275
1088.257811,459.657299,444.123565,9178.553681
1088.258130,229.828649,370.102971,9104.533087
1088.258449,459.657299,296.082377,9104.533087
1088.258768,689.485948,370.102971,9326.594869
1088.259087,306.438199,444.123565,9178.553681
1088.259406,459.657299,222.061783,9474.636058
1088.259726,459.657299,370.102971,9178.553681
1088.260045,536.266849,370.102971,9178.553681
1088.260364,383.047749,592.164754,9030.512492
1088.260683,459.657299,370.102971,9104.533087
1088.261002,459.657299,518.144159,9474.636058
1088.261322,612.876398,-0.000000,9030.512492
1088.261641,153.219100,370.102971,9474.636058
1088.261960,689.485948,222.061783,9474.636058
1088.262279,383.047749,74.020594,9400.615463
1088.262598,459.657299,444.123565,9326.594869
1088.262917,459.657299,370.102971,9400.615463
1088.263237,612.876398,444.123565,9178.553681
1088.263556,306.438199,444.123565,9178.553681
1088.263875,306.438199,296.082377,9326.594869
1088.264194,229.828649,296.082377,9326.594869
1088.264513,459.657299,296.082377,9252.574275
1088.264832,536.266849,370.102971,9326.594869
1088.265152,229.828649,222.061783,9326.594869
1088.265471,306.438199,444.123565,9400.615463
1088.265790,536.266849,518.144159,9252.574275
